Log File Name;Locator Count Coherence;Round Type Set
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-199.119.72.0-MR-217.8.98.46.log;True;set([1])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.31.128-MR-198.6.255.40.log;True;set([20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-217.30.94.16-MR-217.8.97.6.log;True;set([1, 20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-217.30.88.0-MR-202.51.247.10.log;True;set([1])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-96.0.0.0-MR-195.50.116.18.log;True;set([20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-37.77.59.0-MR-173.36.254.164.log;True;set([1])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.13.96-MR-202.214.86.252.log;True;set([0, 1, 20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.18.16-MR-149.20.48.61.log;True;set([1, 20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-37.77.57.56-MR-195.50.116.18.log;True;set([0])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-37.77.57.8-MR-195.50.116.18.log;True;set([1, 20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.50.96-MR-193.162.145.50.log;True;set([0])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.17.128-MR-149.20.48.77.log;True;set([1, 20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-199.0.0.0-MR-202.214.86.252.log;True;set([20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-194.224.0.0-MR-195.50.116.18.log;True;set([20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.26.208-MR-206.223.132.89.log;True;set([1, 20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.32.96-MR-195.50.116.18.log;True;set([0])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.17.160-MR-198.6.255.40.log;True;set([1, 20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.13.80-MR-198.6.255.37.log;True;set([0, 1, 20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.47.96-MR-198.6.255.37.log;True;set([1, 20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-195.0.0.0-MR-217.8.98.46.log;True;set([1])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.25.96-MR-198.6.255.37.log;True;set([20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.48.208-MR-173.36.254.164.log;True;set([1])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.70.112-MR-202.51.247.10.log;False;set([0, 1])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.17.80-MR-198.6.255.37.log;True;set([0, 1, 20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-217.30.94.162-MR-198.6.255.37.log;True;set([20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.21.200-MR-198.6.255.40.log;True;set([1, 20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.49.128-MR-217.8.98.42.log;True;set([1])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.18.16-MR-193.162.145.50.log;True;set([1])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.47.96-MR-173.36.254.164.log;True;set([1])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.38.128-MR-202.51.247.10.log;True;set([0, 1])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.21.208-MR-217.8.98.46.log;True;set([1])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-205.203.201.0-MR-217.8.97.6.log;False;set([0, 1, 20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-37.77.32.0-MR-193.162.145.50.log;True;set([1])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.18.48-MR-198.6.255.40.log;True;set([20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.47.240-MR-206.223.132.89.log;True;set([1, 20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.2.0-MR-198.6.255.40.log;True;set([0, 1])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-39.0.0.0-MR-217.8.98.46.log;True;set([1])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.66.208-MR-193.162.145.50.log;True;set([1])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-217.30.94.48-MR-198.6.255.37.log;True;set([1, 20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-217.30.94.96-MR-217.8.98.42.log;True;set([1, 20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-217.28.0.0-MR-149.20.48.77.log;True;set([20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.31.0-MR-202.51.247.10.log;True;set([1])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-200.0.0.0-MR-206.223.132.89.log;True;set([20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-217.30.96.0-MR-173.36.254.164.log;True;set([1])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-217.30.94.176-MR-149.20.48.61.log;True;set([1, 20])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-153.16.30.160-MR-173.36.254.164.log;False;set([0, 1])
/home/cloud/Documents/PlanetLab/ucl/mappings/onelab1-EID-217.30.94.224-MR-202.51.247.10.log;True;set([1, 20])
