EID;Resolver;Locator Count Consistence
153.16.12.128;206.223.132.89;True
153.16.12.128;217.8.97.6;True
153.16.12.128;217.8.98.42;True
153.16.12.128;217.8.98.46;True
153.16.12.192;149.20.48.61;True
153.16.12.192;149.20.48.77;True
153.16.12.192;173.36.254.164;True
153.16.12.192;193.162.145.50;True
153.16.12.192;195.50.116.18;True
153.16.12.192;198.6.255.37;True
153.16.12.192;198.6.255.40;True
153.16.12.192;202.51.247.10;True
153.16.12.192;202.214.86.252;True
153.16.12.192;206.223.132.89;True
153.16.12.192;217.8.97.6;True
153.16.12.192;217.8.98.42;True
153.16.12.192;217.8.98.46;True
153.16.12.224;149.20.48.61;True
153.16.12.224;149.20.48.77;True
153.16.12.224;173.36.254.164;True
153.16.12.224;193.162.145.50;True
153.16.12.224;195.50.116.18;True
153.16.12.224;198.6.255.37;True
153.16.12.224;198.6.255.40;True
153.16.12.224;202.51.247.10;True
153.16.12.224;202.214.86.252;True
153.16.12.224;206.223.132.89;True
153.16.12.224;217.8.97.6;True
153.16.12.224;217.8.98.42;True
153.16.12.224;217.8.98.46;True
153.16.12.240;149.20.48.61;True
153.16.12.240;149.20.48.77;True
153.16.12.240;173.36.254.164;True
153.16.12.240;193.162.145.50;True
153.16.12.240;195.50.116.18;True
153.16.12.240;198.6.255.37;True
153.16.12.240;198.6.255.40;True
153.16.12.240;202.51.247.10;True
153.16.12.240;202.214.86.252;True
153.16.12.240;206.223.132.89;True
153.16.12.240;217.8.97.6;True
153.16.12.240;217.8.98.42;True
153.16.12.240;217.8.98.46;True
153.16.12.248;149.20.48.61;True
153.16.12.248;149.20.48.77;True
153.16.12.248;173.36.254.164;True
153.16.12.248;193.162.145.50;True
153.16.12.248;195.50.116.18;True
153.16.12.248;198.6.255.37;True
153.16.12.248;198.6.255.40;True
153.16.12.248;202.51.247.10;True
153.16.12.248;202.214.86.252;True
153.16.12.248;206.223.132.89;True
153.16.12.248;217.8.97.6;True
153.16.12.248;217.8.98.42;True
153.16.12.248;217.8.98.46;True
153.16.13.0;149.20.48.61;True
153.16.13.0;149.20.48.77;True
153.16.13.0;173.36.254.164;True
153.16.13.0;193.162.145.50;True
153.16.13.0;195.50.116.18;True
153.16.13.0;198.6.255.37;True
153.16.13.0;198.6.255.40;True
153.16.13.0;202.51.247.10;True
153.16.13.0;202.214.86.252;True
153.16.13.0;206.223.132.89;True
153.16.13.0;217.8.97.6;True
153.16.13.0;217.8.98.42;True
153.16.13.0;217.8.98.46;True
153.16.13.16;149.20.48.61;True
153.16.13.16;149.20.48.77;True
153.16.13.16;173.36.254.164;True
153.16.13.16;193.162.145.50;True
153.16.13.16;195.50.116.18;True
153.16.13.16;198.6.255.37;True
153.16.13.16;198.6.255.40;True
153.16.13.16;202.51.247.10;True
153.16.13.16;202.214.86.252;True
153.16.13.16;206.223.132.89;True
153.16.13.16;217.8.97.6;True
153.16.13.16;217.8.98.42;True
153.16.13.16;217.8.98.46;True
153.16.13.48;149.20.48.61;True
153.16.13.48;149.20.48.77;True
153.16.13.48;173.36.254.164;True
153.16.13.48;193.162.145.50;True
153.16.13.48;195.50.116.18;True
153.16.13.48;198.6.255.37;True
153.16.13.48;198.6.255.40;True
153.16.13.48;202.51.247.10;True
153.16.13.48;202.214.86.252;True
153.16.13.48;206.223.132.89;True
153.16.13.48;217.8.97.6;True
153.16.13.48;217.8.98.42;True
153.16.13.48;217.8.98.46;True
153.16.13.64;149.20.48.61;True
153.16.13.64;149.20.48.77;True
153.16.13.64;173.36.254.164;True
153.16.13.64;193.162.145.50;True
153.16.13.64;195.50.116.18;True
153.16.13.64;198.6.255.37;True
153.16.13.64;198.6.255.40;True
153.16.13.64;202.51.247.10;True
153.16.13.64;202.214.86.252;True
153.16.13.64;206.223.132.89;True
153.16.13.64;217.8.97.6;True
153.16.13.64;217.8.98.42;True
153.16.13.64;217.8.98.46;True
153.16.13.80;149.20.48.61;True
153.16.13.80;149.20.48.77;True
153.16.13.80;173.36.254.164;True
153.16.13.80;193.162.145.50;True
153.16.13.80;195.50.116.18;True
153.16.13.80;198.6.255.37;True
153.16.13.80;198.6.255.40;True
153.16.13.80;202.51.247.10;True
153.16.13.80;202.214.86.252;True
153.16.13.80;206.223.132.89;True
153.16.13.80;217.8.97.6;True
153.16.13.80;217.8.98.42;True
153.16.13.80;217.8.98.46;True
153.16.13.96;149.20.48.61;True
153.16.13.96;149.20.48.77;True
153.16.13.96;173.36.254.164;True
153.16.13.96;193.162.145.50;True
153.16.13.96;195.50.116.18;True
153.16.13.96;198.6.255.37;True
153.16.13.96;198.6.255.40;True
153.16.13.96;202.51.247.10;True
153.16.13.96;202.214.86.252;True
153.16.13.96;206.223.132.89;True
153.16.13.96;217.8.97.6;True
153.16.13.96;217.8.98.42;True
153.16.13.96;217.8.98.46;True
153.16.13.112;149.20.48.61;True
153.16.13.112;149.20.48.77;True
153.16.13.112;173.36.254.164;True
153.16.13.112;193.162.145.50;True
153.16.13.112;195.50.116.18;True
153.16.13.112;198.6.255.37;True
153.16.13.112;198.6.255.40;True
153.16.13.112;202.51.247.10;True
153.16.13.112;202.214.86.252;True
153.16.13.112;206.223.132.89;True
153.16.13.112;217.8.97.6;True
153.16.13.112;217.8.98.42;True
153.16.13.112;217.8.98.46;True
153.16.13.128;149.20.48.61;True
153.16.13.128;149.20.48.77;True
153.16.13.128;173.36.254.164;True
153.16.13.128;193.162.145.50;True
153.16.13.128;195.50.116.18;True
153.16.13.128;198.6.255.37;True
153.16.13.128;198.6.255.40;True
153.16.13.128;202.51.247.10;True
153.16.13.128;202.214.86.252;True
153.16.13.128;206.223.132.89;True
153.16.13.128;217.8.97.6;True
153.16.13.128;217.8.98.42;True
153.16.13.128;217.8.98.46;True
153.16.13.144;149.20.48.61;True
153.16.13.144;149.20.48.77;True
153.16.13.144;173.36.254.164;True
153.16.13.144;193.162.145.50;True
153.16.13.144;195.50.116.18;True
153.16.13.144;198.6.255.37;True
153.16.13.144;198.6.255.40;True
153.16.13.144;202.51.247.10;True
153.16.13.144;202.214.86.252;True
153.16.13.144;206.223.132.89;True
153.16.13.144;217.8.97.6;True
153.16.13.144;217.8.98.42;True
153.16.13.144;217.8.98.46;True
153.16.13.160;149.20.48.61;True
153.16.13.160;149.20.48.77;True
153.16.13.160;173.36.254.164;True
153.16.13.160;193.162.145.50;True
153.16.13.160;195.50.116.18;True
153.16.13.160;198.6.255.37;True
153.16.13.160;198.6.255.40;True
153.16.13.160;202.51.247.10;True
153.16.13.160;202.214.86.252;True
153.16.13.160;206.223.132.89;True
153.16.13.160;217.8.97.6;True
153.16.13.160;217.8.98.42;True
153.16.13.160;217.8.98.46;True
153.16.13.176;149.20.48.61;True
153.16.13.176;149.20.48.77;True
153.16.13.176;173.36.254.164;True
153.16.13.176;193.162.145.50;True
153.16.13.176;195.50.116.18;True
153.16.13.176;198.6.255.37;True
153.16.13.176;198.6.255.40;True
153.16.13.176;202.51.247.10;True
153.16.13.176;202.214.86.252;True
153.16.13.176;206.223.132.89;True
153.16.13.176;217.8.97.6;True
153.16.13.176;217.8.98.42;True
153.16.13.176;217.8.98.46;True
153.16.13.192;149.20.48.61;True
153.16.13.192;149.20.48.77;True
153.16.13.192;173.36.254.164;True
153.16.13.192;193.162.145.50;True
153.16.13.192;195.50.116.18;True
153.16.13.192;198.6.255.37;True
153.16.13.192;198.6.255.40;True
153.16.13.192;202.51.247.10;True
153.16.13.192;202.214.86.252;True
153.16.13.192;206.223.132.89;True
153.16.13.192;217.8.97.6;True
153.16.13.192;217.8.98.42;True
153.16.13.192;217.8.98.46;True
153.16.13.208;149.20.48.61;True
153.16.13.208;149.20.48.77;True
153.16.13.208;173.36.254.164;True
153.16.13.208;193.162.145.50;True
153.16.13.208;195.50.116.18;True
153.16.13.208;198.6.255.37;True
153.16.13.208;198.6.255.40;True
153.16.13.208;202.51.247.10;True
153.16.13.208;202.214.86.252;True
153.16.13.208;206.223.132.89;True
153.16.13.208;217.8.97.6;True
153.16.13.208;217.8.98.42;True
153.16.13.208;217.8.98.46;True
153.16.13.224;149.20.48.61;True
153.16.13.224;149.20.48.77;True
153.16.13.224;173.36.254.164;True
153.16.13.224;193.162.145.50;True
153.16.13.224;195.50.116.18;True
153.16.13.224;198.6.255.37;True
153.16.13.224;198.6.255.40;True
153.16.13.224;202.51.247.10;True
153.16.13.224;202.214.86.252;True
153.16.13.224;206.223.132.89;True
153.16.13.224;217.8.97.6;True
153.16.13.224;217.8.98.42;True
153.16.13.224;217.8.98.46;True
153.16.13.240;149.20.48.61;True
153.16.13.240;149.20.48.77;True
153.16.13.240;173.36.254.164;True
153.16.13.240;193.162.145.50;True
153.16.13.240;195.50.116.18;True
153.16.13.240;198.6.255.37;True
153.16.13.240;198.6.255.40;True
153.16.13.240;202.51.247.10;True
153.16.13.240;202.214.86.252;True
153.16.13.240;206.223.132.89;True
153.16.13.240;217.8.97.6;True
153.16.13.240;217.8.98.42;True
153.16.13.240;217.8.98.46;True
153.16.14.0;149.20.48.61;True
153.16.14.0;149.20.48.77;True
153.16.14.0;173.36.254.164;True
153.16.14.0;193.162.145.50;True
153.16.14.0;195.50.116.18;True
153.16.14.0;198.6.255.37;True
153.16.14.0;198.6.255.40;True
153.16.14.0;202.51.247.10;True
153.16.14.0;202.214.86.252;True
153.16.14.0;206.223.132.89;True
153.16.14.0;217.8.97.6;True
153.16.14.0;217.8.98.42;True
153.16.14.0;217.8.98.46;True
153.16.15.0;149.20.48.61;True
153.16.15.0;149.20.48.77;True
153.16.15.0;173.36.254.164;True
153.16.15.0;193.162.145.50;True
153.16.15.0;195.50.116.18;True
153.16.15.0;198.6.255.37;True
153.16.15.0;198.6.255.40;True
153.16.15.0;202.51.247.10;True
153.16.15.0;202.214.86.252;True
153.16.15.0;206.223.132.89;True
153.16.15.0;217.8.97.6;True
153.16.15.0;217.8.98.42;True
153.16.15.0;217.8.98.46;True
153.16.16.0;149.20.48.61;True
153.16.16.0;149.20.48.77;True
153.16.16.0;173.36.254.164;True
153.16.16.0;193.162.145.50;True
153.16.16.0;195.50.116.18;True
153.16.16.0;198.6.255.37;True
153.16.16.0;198.6.255.40;True
153.16.16.0;202.51.247.10;True
153.16.16.0;202.214.86.252;True
153.16.16.0;206.223.132.89;True
153.16.16.0;217.8.97.6;True
153.16.16.0;217.8.98.42;True
153.16.16.0;217.8.98.46;True
153.16.17.0;149.20.48.61;True
153.16.17.0;149.20.48.77;True
153.16.17.0;173.36.254.164;True
153.16.17.0;193.162.145.50;True
153.16.17.0;195.50.116.18;True
153.16.17.0;198.6.255.37;True
153.16.17.0;198.6.255.40;True
153.16.17.0;202.51.247.10;True
153.16.17.0;202.214.86.252;True
153.16.17.0;206.223.132.89;True
153.16.17.0;217.8.97.6;True
153.16.17.0;217.8.98.42;True
153.16.17.0;217.8.98.46;True
153.16.17.16;149.20.48.61;True
153.16.17.16;149.20.48.77;True
153.16.17.16;173.36.254.164;True
153.16.17.16;193.162.145.50;True
153.16.17.16;195.50.116.18;True
153.16.17.16;198.6.255.37;True
153.16.17.16;198.6.255.40;True
153.16.17.16;202.51.247.10;True
153.16.17.16;202.214.86.252;True
153.16.17.16;206.223.132.89;True
153.16.17.16;217.8.97.6;True
153.16.17.16;217.8.98.42;True
153.16.17.16;217.8.98.46;True
153.16.17.32;149.20.48.61;True
153.16.17.32;149.20.48.77;True
153.16.17.32;173.36.254.164;True
153.16.17.32;193.162.145.50;True
153.16.17.32;195.50.116.18;True
153.16.17.32;198.6.255.37;True
153.16.17.32;198.6.255.40;True
153.16.17.32;202.51.247.10;True
153.16.17.32;202.214.86.252;True
153.16.17.32;206.223.132.89;True
153.16.17.32;217.8.97.6;True
153.16.17.32;217.8.98.42;True
153.16.17.32;217.8.98.46;True
153.16.17.48;149.20.48.61;True
153.16.17.48;149.20.48.77;True
153.16.17.48;173.36.254.164;True
153.16.17.48;193.162.145.50;True
153.16.17.48;195.50.116.18;True
153.16.17.48;198.6.255.37;True
153.16.17.48;198.6.255.40;True
153.16.17.48;202.51.247.10;True
153.16.17.48;202.214.86.252;True
153.16.17.48;206.223.132.89;True
153.16.17.48;217.8.97.6;True
153.16.17.48;217.8.98.42;True
153.16.17.48;217.8.98.46;True
153.16.17.64;149.20.48.61;True
153.16.17.64;149.20.48.77;True
153.16.17.64;173.36.254.164;True
153.16.17.64;193.162.145.50;True
153.16.17.64;195.50.116.18;True
153.16.17.64;198.6.255.37;True
153.16.17.64;198.6.255.40;True
153.16.17.64;202.51.247.10;True
153.16.17.64;202.214.86.252;True
153.16.17.64;206.223.132.89;True
153.16.17.64;217.8.97.6;True
153.16.17.64;217.8.98.42;True
153.16.17.64;217.8.98.46;True
153.16.17.80;149.20.48.61;True
153.16.17.80;149.20.48.77;True
153.16.17.80;173.36.254.164;True
153.16.17.80;193.162.145.50;True
153.16.17.80;195.50.116.18;True
153.16.17.80;198.6.255.37;True
153.16.17.80;198.6.255.40;True
153.16.17.80;202.51.247.10;True
153.16.17.80;202.214.86.252;True
153.16.17.80;206.223.132.89;True
153.16.17.80;217.8.97.6;True
153.16.17.80;217.8.98.42;True
153.16.17.80;217.8.98.46;True
153.16.17.96;149.20.48.61;True
153.16.17.96;149.20.48.77;True
153.16.17.96;173.36.254.164;True
153.16.17.96;193.162.145.50;True
153.16.17.96;195.50.116.18;True
153.16.17.96;198.6.255.37;True
153.16.17.96;198.6.255.40;True
153.16.17.96;202.51.247.10;True
153.16.17.96;202.214.86.252;True
153.16.17.96;206.223.132.89;True
153.16.17.96;217.8.97.6;True
153.16.17.96;217.8.98.42;True
153.16.17.96;217.8.98.46;True
153.16.17.128;149.20.48.61;True
153.16.17.128;149.20.48.77;True
153.16.17.128;173.36.254.164;True
153.16.17.128;193.162.145.50;True
153.16.17.128;195.50.116.18;True
153.16.17.128;198.6.255.37;True
153.16.17.128;198.6.255.40;True
153.16.17.128;202.51.247.10;True
153.16.17.128;202.214.86.252;True
153.16.17.128;206.223.132.89;True
153.16.17.128;217.8.97.6;True
153.16.17.128;217.8.98.42;True
153.16.17.128;217.8.98.46;True
153.16.17.144;149.20.48.61;True
153.16.17.144;149.20.48.77;True
153.16.17.144;173.36.254.164;True
153.16.17.144;193.162.145.50;True
153.16.17.144;195.50.116.18;True
153.16.17.144;198.6.255.37;True
153.16.17.144;198.6.255.40;True
153.16.17.144;202.51.247.10;True
153.16.17.144;202.214.86.252;True
153.16.17.144;206.223.132.89;True
153.16.17.144;217.8.97.6;True
153.16.17.144;217.8.98.42;True
153.16.17.144;217.8.98.46;True
153.16.17.160;149.20.48.61;True
153.16.17.160;149.20.48.77;True
153.16.17.160;173.36.254.164;True
153.16.17.160;193.162.145.50;True
153.16.17.160;195.50.116.18;True
153.16.17.160;198.6.255.37;True
153.16.17.160;198.6.255.40;True
153.16.17.160;202.51.247.10;True
153.16.17.160;202.214.86.252;True
153.16.17.160;206.223.132.89;True
153.16.17.160;217.8.97.6;True
153.16.17.160;217.8.98.42;True
153.16.17.160;217.8.98.46;True
153.16.17.192;149.20.48.61;True
153.16.17.192;149.20.48.77;True
153.16.17.192;173.36.254.164;True
153.16.17.192;193.162.145.50;True
153.16.17.192;195.50.116.18;True
153.16.17.192;198.6.255.37;True
153.16.17.192;198.6.255.40;True
153.16.17.192;202.51.247.10;True
153.16.17.192;202.214.86.252;True
153.16.17.192;206.223.132.89;True
153.16.17.192;217.8.97.6;True
153.16.17.192;217.8.98.42;True
153.16.17.192;217.8.98.46;True
153.16.17.208;149.20.48.61;True
153.16.17.208;149.20.48.77;True
153.16.17.208;173.36.254.164;True
153.16.17.208;193.162.145.50;True
153.16.17.208;195.50.116.18;True
153.16.17.208;198.6.255.37;True
153.16.17.208;198.6.255.40;True
153.16.17.208;202.51.247.10;True
153.16.17.208;202.214.86.252;True
153.16.17.208;206.223.132.89;True
153.16.17.208;217.8.97.6;True
153.16.17.208;217.8.98.42;True
153.16.17.208;217.8.98.46;True
153.16.17.224;149.20.48.61;True
153.16.17.224;149.20.48.77;True
153.16.17.224;173.36.254.164;True
153.16.17.224;193.162.145.50;True
153.16.17.224;195.50.116.18;True
153.16.17.224;198.6.255.37;True
153.16.17.224;198.6.255.40;True
153.16.17.224;202.51.247.10;True
153.16.17.224;202.214.86.252;True
153.16.17.224;206.223.132.89;True
153.16.17.224;217.8.97.6;True
153.16.17.224;217.8.98.42;True
153.16.17.224;217.8.98.46;True
153.16.17.228;149.20.48.61;True
153.16.17.228;149.20.48.77;True
153.16.17.228;173.36.254.164;True
153.16.17.228;193.162.145.50;True
153.16.17.228;195.50.116.18;True
153.16.17.228;198.6.255.37;True
153.16.17.228;198.6.255.40;True
153.16.17.228;202.51.247.10;True
153.16.17.228;202.214.86.252;True
153.16.17.228;206.223.132.89;True
153.16.17.228;217.8.97.6;True
153.16.17.228;217.8.98.42;True
153.16.17.228;217.8.98.46;True
153.16.17.232;149.20.48.61;True
153.16.17.232;149.20.48.77;True
153.16.17.232;173.36.254.164;True
153.16.17.232;193.162.145.50;True
153.16.17.232;195.50.116.18;True
153.16.17.232;198.6.255.37;True
153.16.17.232;198.6.255.40;True
153.16.17.232;202.51.247.10;True
153.16.17.232;202.214.86.252;True
153.16.17.232;206.223.132.89;True
153.16.17.232;217.8.97.6;True
153.16.17.232;217.8.98.42;True
153.16.17.232;217.8.98.46;True
153.16.17.240;149.20.48.61;True
153.16.17.240;149.20.48.77;True
153.16.17.240;173.36.254.164;True
153.16.17.240;193.162.145.50;True
153.16.17.240;195.50.116.18;True
153.16.17.240;198.6.255.37;True
153.16.17.240;198.6.255.40;True
153.16.17.240;202.51.247.10;True
153.16.17.240;202.214.86.252;True
153.16.17.240;206.223.132.89;True
153.16.17.240;217.8.97.6;True
153.16.17.240;217.8.98.42;True
153.16.17.240;217.8.98.46;True
153.16.18.0;149.20.48.61;True
153.16.18.0;149.20.48.77;True
153.16.18.0;173.36.254.164;True
153.16.18.0;193.162.145.50;True
153.16.18.0;195.50.116.18;True
153.16.18.0;198.6.255.37;True
153.16.18.0;198.6.255.40;True
153.16.18.0;202.51.247.10;True
153.16.18.0;202.214.86.252;True
153.16.18.0;206.223.132.89;True
153.16.18.0;217.8.97.6;True
153.16.18.0;217.8.98.42;True
153.16.18.0;217.8.98.46;True
153.16.18.16;149.20.48.61;True
153.16.18.16;149.20.48.77;True
153.16.18.16;173.36.254.164;True
153.16.18.16;193.162.145.50;True
153.16.18.16;195.50.116.18;True
153.16.18.16;198.6.255.37;True
153.16.18.16;198.6.255.40;True
153.16.18.16;202.51.247.10;True
153.16.18.16;202.214.86.252;True
153.16.18.16;206.223.132.89;True
153.16.18.16;217.8.97.6;True
153.16.18.16;217.8.98.42;True
153.16.18.16;217.8.98.46;True
153.16.18.32;149.20.48.61;True
153.16.18.32;149.20.48.77;True
153.16.18.32;173.36.254.164;True
153.16.18.32;193.162.145.50;True
153.16.18.32;195.50.116.18;True
153.16.18.32;198.6.255.37;True
153.16.18.32;198.6.255.40;True
153.16.18.32;202.51.247.10;True
153.16.18.32;202.214.86.252;True
153.16.18.32;206.223.132.89;True
153.16.18.32;217.8.97.6;True
153.16.18.32;217.8.98.42;True
153.16.18.32;217.8.98.46;True
153.16.18.48;149.20.48.61;True
153.16.18.48;149.20.48.77;True
153.16.18.48;173.36.254.164;True
153.16.18.48;193.162.145.50;True
153.16.18.48;195.50.116.18;True
153.16.18.48;198.6.255.37;True
153.16.18.48;198.6.255.40;True
153.16.18.48;202.51.247.10;True
153.16.18.48;202.214.86.252;True
153.16.18.48;206.223.132.89;True
153.16.18.48;217.8.97.6;True
153.16.18.48;217.8.98.42;True
153.16.18.48;217.8.98.46;True
153.16.18.64;149.20.48.61;True
153.16.18.64;149.20.48.77;True
153.16.18.64;173.36.254.164;True
153.16.18.64;193.162.145.50;True
153.16.18.64;195.50.116.18;True
153.16.18.64;198.6.255.37;True
153.16.18.64;198.6.255.40;True
153.16.18.64;202.51.247.10;True
153.16.18.64;202.214.86.252;True
153.16.18.64;206.223.132.89;True
153.16.18.64;217.8.97.6;True
153.16.18.64;217.8.98.42;True
153.16.18.64;217.8.98.46;True
153.16.18.80;149.20.48.61;True
153.16.18.80;149.20.48.77;True
153.16.18.80;173.36.254.164;True
153.16.18.80;193.162.145.50;True
153.16.18.80;195.50.116.18;True
153.16.18.80;198.6.255.37;True
153.16.18.80;198.6.255.40;True
153.16.18.80;202.51.247.10;True
153.16.18.80;202.214.86.252;True
153.16.18.80;206.223.132.89;True
153.16.18.80;217.8.97.6;True
153.16.18.80;217.8.98.42;True
153.16.18.80;217.8.98.46;True
153.16.18.96;149.20.48.61;True
153.16.18.96;149.20.48.77;True
153.16.18.96;173.36.254.164;True
153.16.18.96;193.162.145.50;True
153.16.18.96;195.50.116.18;True
153.16.18.96;198.6.255.37;True
153.16.18.96;198.6.255.40;True
153.16.18.96;202.51.247.10;True
153.16.18.96;202.214.86.252;True
153.16.18.96;206.223.132.89;True
153.16.18.96;217.8.97.6;True
153.16.18.96;217.8.98.42;True
153.16.18.96;217.8.98.46;True
153.16.18.112;149.20.48.61;True
153.16.18.112;149.20.48.77;True
153.16.18.112;173.36.254.164;True
153.16.18.112;193.162.145.50;True
153.16.18.112;195.50.116.18;True
153.16.18.112;198.6.255.37;True
153.16.18.112;198.6.255.40;True
153.16.18.112;202.51.247.10;True
153.16.18.112;202.214.86.252;True
153.16.18.112;206.223.132.89;True
153.16.18.112;217.8.97.6;True
153.16.18.112;217.8.98.42;True
153.16.18.112;217.8.98.46;True
153.16.18.128;149.20.48.61;True
153.16.18.128;149.20.48.77;True
153.16.18.128;173.36.254.164;True
153.16.18.128;193.162.145.50;True
153.16.18.128;195.50.116.18;True
153.16.18.128;198.6.255.37;True
153.16.18.128;198.6.255.40;True
153.16.18.128;202.51.247.10;True
153.16.18.128;202.214.86.252;True
153.16.18.128;206.223.132.89;True
153.16.18.128;217.8.97.6;True
153.16.18.128;217.8.98.42;True
153.16.18.128;217.8.98.46;True
153.16.18.144;149.20.48.61;True
153.16.18.144;149.20.48.77;True
153.16.18.144;173.36.254.164;True
153.16.18.144;193.162.145.50;True
153.16.18.144;195.50.116.18;True
153.16.18.144;198.6.255.37;True
153.16.18.144;198.6.255.40;True
153.16.18.144;202.51.247.10;True
153.16.18.144;202.214.86.252;True
153.16.18.144;206.223.132.89;True
153.16.18.144;217.8.97.6;True
153.16.18.144;217.8.98.42;True
153.16.18.144;217.8.98.46;True
153.16.18.160;149.20.48.61;True
153.16.18.160;149.20.48.77;True
153.16.18.160;173.36.254.164;True
153.16.18.160;193.162.145.50;True
153.16.18.160;195.50.116.18;True
153.16.18.160;198.6.255.37;True
153.16.18.160;198.6.255.40;True
153.16.18.160;202.51.247.10;True
153.16.18.160;202.214.86.252;True
153.16.18.160;206.223.132.89;True
153.16.18.160;217.8.97.6;True
153.16.18.160;217.8.98.42;True
153.16.18.160;217.8.98.46;True
153.16.18.176;149.20.48.61;False
153.16.18.176;149.20.48.77;False
153.16.18.176;173.36.254.164;False
153.16.18.176;193.162.145.50;False
153.16.18.176;195.50.116.18;False
153.16.18.176;198.6.255.37;False
153.16.18.176;198.6.255.40;False
153.16.18.176;202.51.247.10;False
153.16.18.176;202.214.86.252;False
153.16.18.176;206.223.132.89;False
153.16.18.176;217.8.97.6;False
153.16.18.176;217.8.98.42;False
153.16.18.176;217.8.98.46;False
153.16.18.192;149.20.48.61;True
153.16.18.192;149.20.48.77;True
153.16.18.192;173.36.254.164;True
153.16.18.192;193.162.145.50;True
153.16.18.192;195.50.116.18;True
153.16.18.192;198.6.255.37;True
153.16.18.192;198.6.255.40;True
153.16.18.192;202.51.247.10;True
153.16.18.192;202.214.86.252;True
153.16.18.192;206.223.132.89;True
153.16.18.192;217.8.97.6;True
153.16.18.192;217.8.98.42;True
153.16.18.192;217.8.98.46;True
153.16.18.208;149.20.48.61;True
153.16.18.208;149.20.48.77;True
153.16.18.208;173.36.254.164;True
153.16.18.208;193.162.145.50;True
153.16.18.208;195.50.116.18;True
153.16.18.208;198.6.255.37;True
153.16.18.208;198.6.255.40;True
153.16.18.208;202.51.247.10;True
153.16.18.208;202.214.86.252;True
153.16.18.208;206.223.132.89;True
153.16.18.208;217.8.97.6;True
153.16.18.208;217.8.98.42;True
153.16.18.208;217.8.98.46;True
153.16.18.224;149.20.48.61;True
153.16.18.224;149.20.48.77;True
153.16.18.224;173.36.254.164;True
153.16.18.224;193.162.145.50;True
153.16.18.224;195.50.116.18;True
153.16.18.224;198.6.255.37;True
153.16.18.224;198.6.255.40;True
153.16.18.224;202.51.247.10;True
153.16.18.224;202.214.86.252;True
153.16.18.224;206.223.132.89;True
153.16.18.224;217.8.97.6;True
153.16.18.224;217.8.98.42;True
153.16.18.224;217.8.98.46;True
153.16.18.240;149.20.48.61;True
153.16.18.240;149.20.48.77;True
153.16.18.240;173.36.254.164;True
153.16.18.240;193.162.145.50;True
153.16.18.240;195.50.116.18;True
153.16.18.240;198.6.255.37;True
153.16.18.240;198.6.255.40;True
153.16.18.240;202.51.247.10;True
153.16.18.240;202.214.86.252;True
153.16.18.240;206.223.132.89;True
153.16.18.240;217.8.97.6;True
153.16.18.240;217.8.98.42;True
153.16.18.240;217.8.98.46;True
153.16.19.0;149.20.48.61;True
153.16.19.0;149.20.48.77;True
153.16.19.0;173.36.254.164;True
153.16.19.0;193.162.145.50;True
153.16.19.0;195.50.116.18;True
153.16.19.0;198.6.255.37;True
153.16.19.0;198.6.255.40;True
153.16.19.0;202.51.247.10;True
153.16.19.0;202.214.86.252;True
153.16.19.0;206.223.132.89;True
153.16.19.0;217.8.97.6;True
153.16.19.0;217.8.98.42;True
153.16.19.0;217.8.98.46;True
153.16.20.0;149.20.48.61;True
153.16.20.0;149.20.48.77;True
153.16.20.0;173.36.254.164;True
153.16.20.0;193.162.145.50;True
153.16.20.0;195.50.116.18;True
153.16.20.0;198.6.255.37;True
153.16.20.0;198.6.255.40;True
153.16.20.0;202.51.247.10;True
153.16.20.0;202.214.86.252;True
153.16.20.0;206.223.132.89;True
153.16.20.0;217.8.97.6;True
153.16.20.0;217.8.98.42;True
153.16.20.0;217.8.98.46;True
153.16.21.0;149.20.48.61;True
153.16.21.0;149.20.48.77;True
153.16.21.0;173.36.254.164;True
153.16.21.0;193.162.145.50;True
153.16.21.0;195.50.116.18;True
153.16.21.0;198.6.255.37;True
153.16.21.0;198.6.255.40;True
153.16.21.0;202.51.247.10;True
153.16.21.0;202.214.86.252;True
153.16.21.0;206.223.132.89;True
153.16.21.0;217.8.97.6;True
153.16.21.0;217.8.98.42;True
153.16.21.0;217.8.98.46;True
153.16.21.192;149.20.48.61;True
153.16.21.192;149.20.48.77;True
153.16.21.192;173.36.254.164;True
153.16.21.192;193.162.145.50;True
153.16.21.192;195.50.116.18;True
153.16.21.192;198.6.255.37;True
153.16.21.192;198.6.255.40;True
153.16.21.192;202.51.247.10;True
153.16.21.192;202.214.86.252;True
153.16.21.192;206.223.132.89;True
153.16.21.192;217.8.97.6;True
153.16.21.192;217.8.98.42;True
153.16.21.192;217.8.98.46;True
153.16.21.193;149.20.48.61;True
153.16.21.193;149.20.48.77;True
153.16.21.193;173.36.254.164;True
153.16.21.193;193.162.145.50;True
153.16.21.193;195.50.116.18;True
153.16.21.193;198.6.255.37;True
153.16.21.193;198.6.255.40;True
153.16.21.193;202.51.247.10;True
153.16.21.193;202.214.86.252;True
153.16.21.193;206.223.132.89;True
153.16.21.193;217.8.97.6;True
153.16.21.193;217.8.98.42;True
153.16.21.193;217.8.98.46;True
153.16.21.194;149.20.48.61;True
153.16.21.194;149.20.48.77;True
153.16.21.194;173.36.254.164;True
153.16.21.194;193.162.145.50;True
153.16.21.194;195.50.116.18;True
